,objectId,countryCode,postalCode,placeName,adminName1,adminCode1,adminName2,adminCode2,adminName3
217,hjqOPKdThL,HR,43280,Tomašica,Bjelovarsko-Bilogorska,01,,,Garešnica
218,K1tJJz3EDs,HR,43280,Malo Vukovje,Bjelovarsko-Bilogorska,01,,,Garešnica
219,1emrS5n3mR,HR,43280,Ilovski Klokočevac,Bjelovarsko-Bilogorska,01,,,Garešnica
220,dSFSvWV2RD,HR,43280,Zdenčac,Bjelovarsko-Bilogorska,01,,,Garešnica
221,qoozPDhquM,HR,43280,Kostanjevac,Bjelovarsko-Bilogorska,01,,,Garešnica
222,UhmVNH0YKj,HR,43280,Velika Trnovitica,Bjelovarsko-Bilogorska,01,,,Garešnica
223,wrdaDNTI6Z,HR,43290,Velika Dapčevica,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
224,wqn3XgesBv,HR,43280,Velika Bršljanica,Bjelovarsko-Bilogorska,01,,,Garešnica
225,kadV6w6nNE,HR,43280,Gornja Ploščica,Bjelovarsko-Bilogorska,01,,,Garešnica
226,9wHivooTpJ,HR,43280,Ribnjaci,Bjelovarsko-Bilogorska,01,,,Garešnica
227,l1URNBmkLV,HR,43280,Novo Selo Garešničko,Bjelovarsko-Bilogorska,01,,,Garešnica
228,zgaDSlucDF,HR,43280,Mlinski Vinogradi,Bjelovarsko-Bilogorska,01,,,Garešnica
229,r1FIXXhbos,HR,43280,Veliki Prokop,Bjelovarsko-Bilogorska,01,,,Garešnica
230,lqlBQyhxUv,HR,43280,Gornja Trnovitica,Bjelovarsko-Bilogorska,01,,,Garešnica
231,oAkUB4FBBs,HR,43290,Veliki Zdenci,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
232,sx4SdniMYt,HR,43290,Mala Barna,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
233,WnMq3HgOns,HR,43290,Grubišno Polje,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
234,11IyCFxHrA,HR,43280,Kapelica,Bjelovarsko-Bilogorska,01,,,Garešnica
235,UAC8NouiIZ,HR,43290,Munije,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
236,b9xpTnkzx0,HR,43280,Garešnički Brestovac,Bjelovarsko-Bilogorska,01,,,Garešnica
237,rMiUghzTz2,HR,43290,Donja Rašenica,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
238,09gm9KcQDe,HR,43280,Mala Bršljanica,Bjelovarsko-Bilogorska,01,,,Garešnica
239,tpHWr6cr1q,HR,43290,Lončarica,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
240,8DGR8hTdbp,HR,43290,Mala Peratovica,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
241,mIvjSoPdwf,HR,43290,Mali Zdenci,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
242,XUaX2E0QrY,HR,43290,Velika Barna,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
243,1EGrnyUm3l,HR,43290,Velika Peratovica,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
244,p56EWyiJpA,HR,43290,Ivanovo Selo,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
245,blMeEHxCkd,HR,43290,Velika Jasenovača,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
246,epKSPLvgzb,HR,43290,Rastovac,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
247,bqGMOM6RPI,HR,43290,Turčević Polje,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
248,xx8kCYlvkb,HR,43290,Mala Dapčevica,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
249,XgH4KrKxPu,HR,43290,Grbavac,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
250,g51iimlS9A,HR,43290,Treglava,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
251,T6AvD8hxmw,HR,43290,Dapčevački Brđani,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
252,c2oFvFHAAs,HR,43290,Dijakovac,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
253,MwaC0DhPux,HR,43290,Orlovac Zdenački,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
254,h4F6VRUxGJ,HR,43290,Gornja Rašenica,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
255,DsP8z38WAO,HR,43290,Poljani,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
256,oPLwzIFpVO,HR,43500,Gornji Sređani,Bjelovarsko-Bilogorska,01,,,Daruvar
257,YROIp95gYs,HR,43290,Mala Jasenovača,Bjelovarsko-Bilogorska,01,,,Grubišno Polje
258,Cqvl2YUR5q,HR,43500,Šibovac,Bjelovarsko-Bilogorska,01,,,Daruvar
259,KYvJuutsRv,HR,43500,Pakrani,Bjelovarsko-Bilogorska,01,,,Daruvar
260,zGmaDsnuA1,HR,43500,Barica,Bjelovarsko-Bilogorska,01,,,Daruvar
261,7ViRcieBeC,HR,43500,Donja Vrijeska,Bjelovarsko-Bilogorska,01,,,Daruvar
